filename,label,length,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
org\[org][jaz_blu]1040__1.wav,org,3.0,0.021189695,1134.8415363200156,2044.7707498080626,2448.987755408654,0.023873197115384614,-402.19894,116.97474,40.701347,54.244213,13.9477625,24.561043,10.739032,-0.14645062,3.3575885,4.712552,5.3792996,12.184778,-0.12892115,1.300862,1.5868315,13.238336,9.360773,9.594379,-8.390844,-6.1412296
org\[org][jaz_blu]1040__2.wav,org,3.0,0.027091129,975.5132715179664,1803.2966140014987,1748.3304537259614,0.025142728365384615,-418.41248,123.823875,41.71036,54.636276,14.997414,20.528105,7.546744,0.5288659,8.1121855,6.3219805,0.73370165,6.28448,-0.14198954,0.77097964,-5.374985,-1.1295943,-3.7205992,0.8277994,-8.221431,-1.4599924
org\[org][jaz_blu]1040__3.wav,org,3.0,0.03164962,1011.2468595437797,1785.7777047245245,1798.2709209735576,0.033804086538461536,-395.07248,124.76101,36.833694,52.14775,20.218405,28.789806,9.455303,-7.55848,4.327463,9.466181,3.0138946,-0.75617135,-10.819484,-3.2761166,-2.4978032,1.7932516,-4.574737,-0.89687324,-7.0424223,0.49116147
org\[org][jaz_blu]1041__1.wav,org,3.0,0.1750181,2068.503506279291,2411.001641106122,4508.804274338942,0.06991060697115385,-122.104225,95.81464,24.301035,35.78983,8.962673,20.741852,4.74712,9.084698,-1.8098388,5.0420485,2.0577629,2.3350463,-10.583479,-7.010256,-7.253552,-1.5949271,-5.7486978,-4.825391,-10.097055,0.902483
org\[org][jaz_blu]1041__2.wav,org,3.0,0.14593618,2844.1795281576456,3090.8687221980267,6684.071890024038,0.06543719951923077,-136.27307,63.285065,53.560524,36.50206,7.7674975,11.347264,0.1258851,12.1394615,3.656049,5.327157,-6.9889383,1.8230383,-4.212423,-3.7604952,-6.3282123,-2.1220324,-8.741784,-4.4073176,-9.630228,-3.3466504
org\[org][jaz_blu]1041__3.wav,org,3.0,0.18145238,2852.991165004221,3103.8700263897667,6768.217022235577,0.067529296875,-110.19654,61.093506,49.243767,38.92135,11.979507,13.28341,-1.1090665,13.4958725,2.2503731,7.4423714,-4.6883273,0.8535272,-5.447027,-3.412784,-4.629122,-0.4896371,-7.060508,-2.3443103,-9.288487,-2.638687
org\[org][jaz_blu]1042__1.wav,org,3.0,0.2065227,2684.014183996223,2530.3800157559676,5389.263822115385,0.1453125,-13.822322,73.93921,-9.110573,38.061996,2.8805356,4.4213066,6.5073876,11.067583,-4.424052,-1.1848333,-13.843238,0.4721156,-2.0286272,3.23222,-6.664794,0.31232232,-6.6617293,-0.21320783,-5.0859776,-3.5684128
org\[org][jaz_blu]1042__2.wav,org,3.0,0.20684122,2759.420147133472,2560.072519297809,5590.01953125,0.15744065504807692,-4.5289993,73.220474,-11.961189,31.534714,3.8291757,2.8343103,2.15672,11.766046,0.30837134,3.3936706,-7.3500853,4.2801843,-6.1694064,1.9629762,-7.4797773,-0.17781857,-7.016426,-1.8547567,-4.9831347,-1.600076
org\[org][jaz_blu]1042__3.wav,org,3.0,0.1999125,2586.0534437136625,2519.7679500150816,5289.051607572115,0.13128380408653847,-13.188066,81.08162,-11.328758,30.728346,4.5116367,6.2287874,3.2187855,4.4626164,-10.029593,-4.0949144,-9.447633,9.080557,-1.530117,-2.0567415,-7.3606143,-0.82197404,-9.19083,5.804725,2.5504081,-2.6652298
org\[org][jaz_blu]1043__1.wav,org,3.0,0.10210972,1527.0403730913433,1932.1986124874034,2947.6470477764424,0.0705303485576923,-159.96832,133.29572,-11.229875,11.977905,1.4871333,20.686844,6.657528,-2.2714357,-3.1318884,1.8273486,3.3415413,5.855733,-1.2147552,0.33357796,-3.2489462,3.7734919,-4.048564,-4.113424,-6.3428965,2.4096167
org\[org][jaz_blu]1043__2.wav,org,3.0,0.09770006,1622.437484141955,2189.8174511554103,3342.946965144231,0.06715745192307693,-157.38713,124.45374,5.3886075,8.929173,2.8311973,18.755781,2.1828995,-1.658634,-2.011396,-0.08514445,2.5852585,7.208455,-0.8617922,0.30718026,-5.08023,1.5633819,-4.9758415,0.054000795,-7.9087834,-2.8244185
org\[org][jaz_blu]1043__3.wav,org,3.0,0.10458572,1786.1136640623652,2396.3221524441215,4076.8150916466348,0.06632361778846153,-139.19763,111.31185,13.283461,16.19455,4.2749777,18.310612,4.8908663,-1.3855121,-1.2488337,5.806815,5.0098524,3.505231,-2.2146757,-0.54990244,-8.474036,2.884383,-5.3536096,-0.15927587,-8.262962,-4.993258
org\[org][jaz_blu]1044__1.wav,org,3.0,0.09128772,1604.9513138168907,1799.2996108600798,3283.730656550481,0.07398587740384616,-204.95049,117.64617,-17.952343,35.84292,3.5789213,22.087763,-1.1291368,4.1828895,-9.342052,2.017648,-6.0959992,-2.9525654,-10.562599,6.1214485,-1.3999767,1.3296475,-1.9134965,-4.504064,-11.620956,-7.5413594
org\[org][jaz_blu]1044__2.wav,org,3.0,0.09223225,1771.1530259319354,1830.628156513882,3442.9107196514424,0.09481295072115385,-215.1278,107.861206,-15.90391,34.461563,1.0181352,18.884327,-9.408007,2.1483688,-5.8568835,5.9220324,-3.210268,4.4092865,-8.181088,-4.4027033,-6.554231,0.21947244,-8.275592,-9.931829,-6.4969144,2.6266954
org\[org][jaz_blu]1044__3.wav,org,3.0,0.09574001,1989.1304343648485,1875.8942580531702,3684.248234675481,0.11805138221153846,-185.0678,97.50609,-34.3985,28.51594,-2.3327036,17.824984,-10.37256,0.9396497,-9.528356,3.8767283,-8.21411,-5.459683,-8.298977,7.1186175,-3.578842,-4.1835537,-12.612786,-6.038394,-4.188092,-6.0089917
org\[org][jaz_blu]1045__1.wav,org,3.0,0.07012406,2123.389395455669,2692.024570836282,5057.818134014423,0.08169320913461539,-201.04974,91.65413,17.622124,16.417206,25.232798,20.72416,3.1521149,-2.0233777,-4.4539437,11.796507,0.11775378,-5.7379746,-11.895431,-0.20573731,-3.778458,-3.125756,-10.759424,-4.919898,-0.09078616,-1.2527318
org\[org][jaz_blu]1045__2.wav,org,3.0,0.06620869,2165.913031360052,2757.214203294338,5243.583420973558,0.07945087139423077,-203.42996,92.81175,21.07327,13.666023,22.29463,22.431612,9.859772,2.696842,-9.972319,2.444882,0.19476154,2.1076462,-7.1389894,-2.883971,-12.916453,-5.86279,-6.072089,-1.0262996,-4.5756593,-7.717031
org\[org][jaz_blu]1045__3.wav,org,3.0,0.06970397,2163.126063652891,2715.382349446975,5297.582068810096,0.08337214543269231,-198.3351,91.998795,18.700987,13.276041,19.366335,23.088646,10.102239,2.5967004,-12.165998,3.7985299,7.5925236,9.530909,-8.15617,-6.767646,-10.77518,0.6088075,-2.598692,-4.1845713,-10.307775,-9.4545145
org\[org][jaz_blu]1047__1.wav,org,3.0,0.22959413,2303.65258782268,2717.3684303837563,5405.662184495192,0.06760441706730769,-88.01697,83.118805,34.07218,32.146305,2.5165238,22.71664,0.09086072,11.1096115,6.889512,11.095275,3.917904,8.728063,2.012551,7.1981997,-0.74941593,-0.37016618,-4.507126,-0.87706155,-6.9696245,1.0278463
org\[org][jaz_blu]1047__2.wav,org,3.0,0.22991282,2320.52765123017,2619.5204164317074,5271.079664963942,0.0829326923076923,-76.80934,88.34472,20.420015,25.754015,0.5637385,21.648308,-0.22155054,13.043423,9.334824,11.951227,0.79128146,6.465132,1.5348874,3.28917,-3.0817251,1.3061185,-5.375309,-3.1148407,-6.4300528,1.1894084
org\[org][jaz_blu]1047__3.wav,org,3.0,0.20400526,2418.9368803352772,2629.285726867653,5473.077674278846,0.08896859975961538,-77.13537,85.50015,7.1073294,22.571232,4.1378136,21.792318,-5.1440783,6.7691107,2.0503352,6.418201,-0.07624293,4.958442,-2.5206077,3.610366,-0.90887403,-1.5259198,-7.3112745,-3.6663976,-8.181203,0.80322254
org\[org][jaz_blu]1048__1.wav,org,3.0,0.13922806,2061.5631604299624,2551.153497854674,4780.4539137620195,0.08743239182692308,-81.730225,105.87027,9.1878605,6.6264415,3.0298269,10.32792,4.982441,5.3874106,-3.6431632,1.7752894,-9.187428,-8.171028,-7.887204,4.433994,3.8169923,7.259833,-6.459822,-3.5342803,-6.9356723,-2.0341713
org\[org][jaz_blu]1048__2.wav,org,3.0,0.12189403,2364.805564066789,2506.1592081744807,4668.067157451923,0.13065655048076924,-157.69028,66.35877,1.1051444,34.882854,22.784815,4.2300596,20.503584,30.730947,14.032736,-1.799937,-23.47426,-2.5722272,14.207855,13.391414,-2.5040908,1.6398691,-2.4922514,-11.719111,-14.396261,16.256521
org\[org][jaz_blu]1048__3.wav,org,3.0,0.12807298,1705.2050775913465,2378.3087628011126,3456.161921574519,0.06058819110576923,-129.8755,115.590576,10.514689,7.1136627,17.908583,13.208832,8.687244,12.352254,0.41661957,2.179215,-2.7610373,0.50200593,-4.1838326,0.87275463,0.15434735,2.5909307,-5.8392053,-1.5676966,-5.875784,3.150647
org\[org][jaz_blu]1049__1.wav,org,3.0,0.13200857,1615.993410098755,2499.0671270474227,3960.2045147235576,0.03958834134615385,-168.79231,106.04312,35.397808,30.285557,10.010321,9.102535,10.665178,12.575713,0.44475225,4.4020267,1.5526184,4.9002814,-4.6274743,-1.2438723,-2.9260848,-1.3710494,-7.983962,0.8938412,-1.0080225,2.0143473
org\[org][jaz_blu]1049__2.wav,org,3.0,0.12412238,1810.1244289690064,2463.0320981907416,4268.709059495192,0.055115685096153846,-152.52948,99.21374,13.661755,25.945568,16.704573,18.695957,12.715129,14.4527025,-0.41593117,4.729226,-2.9512236,0.6963761,-7.273875,0.9003904,2.585209,6.9470005,-0.48008704,1.8344995,-5.4672027,1.5523083
org\[org][jaz_blu]1049__3.wav,org,3.0,0.13041739,1617.873888039765,2248.220759662738,3298.0585186298076,0.06000225360576923,-140.5215,115.59432,5.423116,11.711134,14.257655,18.17751,11.512142,12.497889,-1.6023413,0.056351587,-3.6117258,1.713888,-7.205741,-0.29187527,0.75790673,5.5448766,-0.6851999,7.1229086,3.540472,5.2628465
org\[org][jaz_blu]1051__1.wav,org,3.0,0.13127579,2936.94737790732,3246.4858476522413,7455.126201923077,0.11518179086538462,-85.69094,73.73256,23.515467,8.300907,16.074112,2.4499478,8.073409,7.398012,8.525818,6.1750712,-4.2739334,-4.087952,0.061292727,-0.9883112,-4.104856,-1.1949228,-3.3288994,3.7413218,-4.312954,-6.8025904
org\[org][jaz_blu]1051__2.wav,org,3.0,0.14030275,3076.38581161344,3333.6895561031397,7792.7833909254805,0.11684945913461539,-86.172386,67.85026,28.252205,7.217826,14.260096,0.3791221,2.8415906,4.903672,10.323232,11.2578125,-1.912803,-6.90539,-3.877479,-3.6397636,-9.26229,-7.9647675,-10.177341,-2.7983034,-8.1385765,-9.898633
org\[org][jaz_blu]1051__3.wav,org,3.0,0.134713,2899.0873982981907,3104.3395552544225,7013.198617788462,0.12679537259615384,-80.312225,71.70458,12.082599,4.456119,14.442094,5.052239,9.40809,2.6323426,5.684641,9.234684,1.6493179,0.43310934,5.3642244,6.0898724,-0.112630635,-3.1632302,-9.633203,-2.0330043,-8.902412,-12.70833
org\[org][jaz_blu]1054__1.wav,org,3.0,0.11778751,2018.181818143291,2308.137645288462,4437.413423978365,0.08926908052884615,-107.42108,101.20817,0.18257616,17.154453,-18.523079,11.338698,6.045854,3.6424637,-15.6069975,-0.38647214,-6.598565,-1.4988645,-11.627118,4.970691,6.873999,11.468126,-5.1663356,-8.561881,-5.194239,6.1526
org\[org][jaz_blu]1054__2.wav,org,3.0,0.12007706,1599.4669741136859,2144.591858091827,3208.6957256610576,0.07179612379807693,-131.3892,126.751305,9.866468,1.7234131,-11.455305,10.384785,10.64859,3.8162062,-15.113619,-2.595205,-5.1967697,-2.1883752,-13.438891,-2.6771278,-0.25761008,10.04393,0.31391296,-1.9276315,-2.1700056,0.91148
org\[org][jaz_blu]1054__3.wav,org,3.0,0.07425054,1722.5876224210172,2566.385227958499,4414.058180588942,0.04292743389423077,-230.54573,89.58583,42.464703,48.42773,11.73227,7.6621213,3.8885188,4.947769,-6.6084213,6.5157228,-0.52556103,0.9196603,-6.7177773,1.2044673,-4.900316,-2.339236,-7.2304883,-0.3963706,-2.5152206,-6.2356043
org\[org][jaz_blu]1059__1.wav,org,3.0,0.029183831,775.3870165232946,1108.5246386813708,1113.1837815504807,0.05939753605769231,-408.9328,200.5832,15.0556,22.826878,5.863317,-4.8211584,21.267475,10.822585,-14.078034,-1.8556485,2.9065726,-6.86284,-3.5306983,8.313005,3.6484344,7.94153,0.23147905,-11.842776,-5.589573,14.186937
org\[org][jaz_blu]1059__2.wav,org,3.0,0.0371638,764.3389491788754,1044.6446744872937,1073.5958158052886,0.06147836538461538,-398.71466,202.69098,11.351618,23.964306,8.983736,-12.039125,19.19877,23.584196,-1.2190313,-2.5396922,2.1090467,-14.911857,-19.608158,-0.15628403,-0.2918288,4.1304092,6.1434917,-0.38492513,-4.4777927,-5.488027
org\[org][jaz_blu]1059__3.wav,org,3.0,0.05455172,639.1201842079098,941.9178878815089,975.3712815504807,0.03778921274038462,-394.04712,203.59598,13.016005,32.707645,27.042923,-13.351799,-6.9337254,13.697378,9.728527,8.248369,7.6927276,-3.9079208,-5.1160054,-15.248252,-34.227844,-11.325556,2.4016147,-6.042636,-1.4114553,21.633478
org\[org][jaz_blu]1060__1.wav,org,3.0,0.11131143,1222.5849320578252,2147.940167929474,2379.087665264423,0.02832782451923077,-235.1067,126.327644,39.075436,18.17313,19.723211,16.703455,16.039127,17.77266,-0.31465802,0.17301275,-7.633054,-1.3012617,-4.6321564,-0.9798734,-3.146818,-0.27169666,-10.956716,4.4420347,-1.3963017,-4.6888504
org\[org][jaz_blu]1060__2.wav,org,3.0,0.10140634,1181.7872694818257,2070.0763684935982,2186.69677734375,0.029740084134615385,-222.85182,140.57834,41.824287,10.236881,8.651198,11.030983,11.797687,11.550242,-3.677633,7.0370116,2.6231403,0.24882913,-11.650533,-12.298178,-7.846101,8.414574,-1.0984584,0.08754384,-9.636604,-4.3292503
org\[org][jaz_blu]1060__3.wav,org,3.0,0.12528537,1127.8203269934622,2063.6219414241214,2162.927433894231,0.025199068509615386,-218.88135,137.5903,40.87864,14.488298,17.158129,17.862123,14.146762,12.976551,-1.4427984,3.0891342,-5.2672315,-5.1645083,-7.7455425,-2.2104259,-2.215485,2.2645276,-10.08319,-3.6327965,-11.691585,-3.1258047
org\[org][jaz_blu]1065__1.wav,org,3.0,0.11340777,2209.1067228305205,2564.9734316741324,4828.986440805288,0.09838491586538461,-117.21167,97.627525,1.8693976,19.386593,13.9592,14.716457,1.5158287,-2.0470958,2.0553856,0.6399703,3.1414273,-0.8389477,-2.3854694,4.0344825,-1.3208194,-5.3028536,-3.2904484,-7.1211114,-5.832345,0.12203883
org\[org][jaz_blu]1065__2.wav,org,3.0,0.11210466,2257.9833321044716,2590.5992601775324,4950.649038461538,0.09895582932692308,-118.77826,94.63986,2.1147826,24.494667,14.584133,5.998381,-1.4952542,5.9166965,8.490045,-2.545583,-2.8142376,-2.322845,0.55174613,1.5962679,-5.584779,-7.4893856,0.85965466,-3.1591027,-7.5660243,-1.9835346
org\[org][jaz_blu]1065__3.wav,org,3.0,0.105476186,2228.635977408005,2628.2764283259603,4975.495042067308,0.09270207331730769,-123.935616,96.593346,5.6620135,20.772783,11.917521,9.959371,0.93363225,-0.39405563,2.0617678,-3.7005446,-1.1867579,-2.7560036,-3.292609,0.36690435,-5.666768,-7.9714956,-0.80692655,-1.8946848,-5.7932158,-4.5570593
org\[org][jaz_blu]1066__1.wav,org,3.0,0.10727009,1818.8027149551879,2317.7516057320468,3787.359149639423,0.08144906850961539,-130.2595,121.05502,5.092343,-7.602913,-0.2335515,12.813432,9.853109,5.3875265,-5.4316583,19.310085,-6.113782,-4.446734,-1.5285697,-8.748622,-13.818005,-3.0878503,-1.9959729,-9.948341,-7.9675255,6.369067
org\[org][jaz_blu]1066__2.wav,org,3.0,0.0990973,2016.1209290198717,2536.872769090545,4508.9699143629805,0.086279296875,-129.01355,113.381546,16.872967,-1.6879774,-3.1287432,6.6119647,8.254341,5.061843,-4.549817,17.21279,-7.2571497,-6.0392056,-0.5647517,-4.6406307,-11.119813,-0.8451325,-1.4470528,-8.552936,-7.942306,5.5829477
org\[org][jaz_blu]1066__3.wav,org,3.0,0.10147538,2058.110318121405,2361.0655680081186,4160.794583834135,0.10572415865384616,-124.39208,108.69319,-10.337133,-6.8164997,10.032809,17.534796,5.8916326,0.7823178,-5.6600556,16.558697,-6.2289643,-6.4350224,-2.4791026,-3.273933,-6.3545036,5.6905904,4.7549796,-3.2526047,-8.80105,6.61013
org\[org][jaz_blu]1067__1.wav,org,3.0,0.053743742,1417.2005004915104,1991.149411371944,3170.101600060096,0.054522235576923074,-272.3952,121.13678,16.969702,16.713291,2.720176,12.41395,1.0112412,0.2809311,-12.093601,-1.63572,-1.5686461,6.658565,-0.99261945,0.92115504,-9.007524,-2.6649263,-4.935578,1.845512,-4.75873,-2.7218444
org\[org][jaz_blu]1067__2.wav,org,3.0,0.058884516,1977.2000223831058,2466.0886324367298,4423.251201923077,0.08437124399038462,-211.94287,111.889305,27.1722,19.909437,3.2498794,11.258306,-2.2603302,-0.15183833,-12.9436,-1.751213,-3.3181195,5.059203,-4.5656404,-0.54485065,-9.513126,-1.1315595,-5.0510263,0.29605988,-6.299925,-1.0745754
org\[org][jaz_blu]1067__3.wav,org,3.0,0.062460754,1899.7718976411363,2466.9382309684897,4340.596829927885,0.07190880408653846,-205.83719,113.998634,27.518618,20.099606,3.7276657,12.822703,0.21016411,2.072955,-12.5927,-0.06730136,-1.1186575,6.7438335,-3.0348408,-0.024026137,-9.04219,-0.5919118,-3.969695,2.1277509,-5.593276,-1.9477248
org\[org][jaz_blu]1070__1.wav,org,3.0,0.14484362,2318.7358293127386,2624.9337676330783,5285.4075270432695,0.08911508413461539,-122.688324,89.08118,9.5392275,19.313301,19.50663,22.559105,1.912354,5.069822,2.9167442,2.9232206,3.7665634,-3.365911,-1.8682525,-4.3239603,-7.0781493,-3.3007286,-8.5906,-0.6752972,-2.2136483,-6.517781
org\[org][jaz_blu]1070__2.wav,org,3.0,0.18546353,2707.9678510439476,2664.153805222541,5811.148963341346,0.11041917067307692,-64.2136,70.793076,-2.9789186,37.581333,12.4097595,8.373864,0.36217123,3.5689447,4.9888334,5.226921,8.06241,0.36923352,-6.5509973,-4.7806377,-3.4660635,1.4026973,-1.7223755,3.8481956,-9.062359,-8.349189
org\[org][jaz_blu]1070__3.wav,org,3.0,0.15711841,2476.659520263516,2413.243315848522,5124.156963641827,0.11854341947115385,-89.7095,75.86893,-19.038898,45.147697,21.768225,10.10326,-4.185575,-0.026657104,10.31404,17.816004,29.137362,10.19698,-18.772,-19.390244,-14.151046,-1.436524,2.1961827,-0.92024136,-8.638272,8.424668
org\[org][jaz_blu]1072__1.wav,org,3.0,0.13373512,2062.295802299376,2120.5087804919217,3584.0360201322114,0.1499286358173077,-177.63284,87.41875,-7.7964935,32.376766,29.274246,2.9356155,5.676696,15.858687,5.818639,6.7229323,2.9025598,9.215963,2.7441177,-8.73993,-14.917323,5.411283,1.0828432,-20.228012,-24.596453,27.219536
org\[org][jaz_blu]1072__2.wav,org,3.0,0.107687905,1722.8625656683903,2379.2528273408852,3559.6041165865386,0.06270658052884616,-149.89978,119.44275,10.295017,2.5433905,15.231604,8.527727,9.292201,11.146454,-1.3393337,-3.0425048,-6.8933263,-0.62786734,-0.8568114,-6.3505063,-5.431621,0.73600274,-11.889622,-3.7039456,-7.671749,7.199975
org\[org][jaz_blu]1072__3.wav,org,3.0,0.10860292,1749.6310312948744,2599.3344483207516,4318.318246694712,0.03976487379807692,-191.07367,98.81594,29.546158,27.839354,20.870749,6.844257,11.997822,13.523612,-4.52755,6.0139914,1.5020517,-1.9139247,-3.5567129,-3.8201232,-1.0911019,3.246841,-12.357524,-6.7779083,-10.7782135,1.5809827
org\[org][jaz_blu]1073__1.wav,org,3.0,0.24618876,2542.024053313,2549.8405309344857,5370.546499399038,0.12466195913461539,-5.034354,78.00103,-2.3252501,38.413944,7.393569,3.534779,-4.3143845,14.845367,1.2707994,0.2003142,-4.0120745,2.3759625,-7.129065,7.066371,-1.6861598,-8.899914,-14.682309,-0.7991018,-5.037918,-2.2821476
org\[org][jaz_blu]1073__2.wav,org,3.0,0.23925993,2483.4737031154737,2610.4294284455127,5409.554725060096,0.11296950120192308,-15.932404,78.235954,4.3856344,37.480812,7.4352245,4.741148,2.3166122,17.302942,-0.7792282,1.6498859,-2.304931,3.041319,-12.109086,3.8379037,0.35570562,-6.048996,-15.743583,2.882666,-0.9450703,-3.1895118
org\[org][jaz_blu]1073__3.wav,org,3.0,0.21490467,2540.113232589105,2590.9070200480705,5451.792931189904,0.11978665865384615,-26.222322,72.29615,-1.3165175,40.715935,17.216942,13.641715,-2.8252482,8.053099,-0.7892317,1.2705612,-4.3226,2.6216831,-7.3548026,-0.9695856,-7.568504,-2.2357762,-6.3975096,2.5270407,-0.05373497,-5.174866
org\[org][jaz_blu]1074__1.wav,org,3.0,0.15260094,2579.019767500899,2961.63589472848,6313.53515625,0.08552058293269231,-150.02686,56.766796,25.205214,32.972324,20.362127,14.642191,2.7227123,-3.3726013,-7.133604,-0.96130794,-8.674632,-7.224153,-21.755165,-7.5711455,-11.744572,-3.2117193,-12.157012,-13.947188,-5.1019692,5.0236654
org\[org][jaz_blu]1074__2.wav,org,3.0,0.17364872,2291.123440632772,2872.010746206233,5778.186598557692,0.05816932091346154,-155.69044,65.85062,35.062756,36.938896,15.35338,13.54747,0.8087234,-5.118559,-9.160864,-0.13350485,-9.611482,-1.9553424,-12.065155,-2.1374893,-12.852366,-3.8612168,-13.258252,-16.645111,-9.650741,2.6135113
org\[org][jaz_blu]1074__3.wav,org,3.0,0.14889297,2387.257339349319,2698.2025541031057,5420.486966646635,0.09231896033653846,-137.58919,66.6587,11.620918,29.139559,30.71904,22.892668,-2.8649838,-9.10549,-6.440274,4.492269,-8.120249,-8.299272,-20.876465,-4.12223,-12.634822,-6.755245,-11.782669,-12.311324,-7.041008,1.076389
org\[org][jaz_blu]1076__1.wav,org,3.0,0.124012254,2364.303282908867,2570.8350232603125,4911.143892728365,0.11495267427884616,-138.94571,82.50832,11.770849,14.25407,17.551624,10.864532,0.13927378,-8.951895,2.4788008,11.229048,-1.1854225,13.558006,15.657043,-5.8580613,-9.512059,-3.0244522,3.5410738,14.245365,-6.040934,-16.666235
org\[org][jaz_blu]1076__2.wav,org,3.0,0.14293481,2090.8740317560073,2409.2307531489255,4256.203237680288,0.09054612379807692,-115.93452,98.18248,-1.1713374,6.757458,21.04759,4.648007,0.9663825,-10.277321,-10.759287,6.788246,-4.495782,-2.3441207,6.8908167,3.0364003,2.2894075,-1.9188923,-10.324833,8.709836,7.8231993,-22.790848
org\[org][jaz_blu]1076__3.wav,org,3.0,0.12830763,2145.4917722528953,2710.326534577021,5041.99951171875,0.07388446514423076,-134.20471,96.405396,23.198383,4.7176433,14.818919,9.378142,3.9351828,-3.6719701,-5.7498484,3.1810648,-0.991857,3.698684,5.005104,-1.0850142,2.8343418,2.1804173,-6.608607,11.881956,13.935368,-13.490335
org\[org][jaz_blu]1078__1.wav,org,3.0,0.04487012,2244.0765925209707,2531.7701104427338,5031.895470252404,0.09163536658653847,-249.12604,81.62216,7.1084375,25.951607,6.6087894,14.91083,14.578398,13.128337,-5.0449176,-0.033539053,-1.5601969,2.4958303,-2.2799897,-1.2959245,-6.2261934,0.30040953,-12.030071,-4.447068,-1.4917607,4.277591
org\[org][jaz_blu]1078__2.wav,org,3.0,0.041833464,2481.748168440305,2703.3561910876583,5573.041428786058,0.10359450120192308,-234.40042,77.36141,8.68583,22.20151,11.023605,16.592064,9.316853,6.571868,-3.0796995,3.4959822,-0.49342486,0.35358843,-6.664223,1.0984,-5.2703276,-2.1816514,-5.8250723,1.4095412,-0.0081076985,-0.49718598
org\[org][jaz_blu]1078__3.wav,org,3.0,0.045197148,2609.718683289408,2731.4366563148837,5882.291353665865,0.11126051682692308,-221.8964,71.01608,5.0471935,21.770905,8.503462,13.242331,5.963953,9.42855,-0.6953336,-4.495,-8.189633,-2.2615304,-5.7829275,1.2908863,-5.4235497,-1.660835,-8.153782,0.89709955,-1.6389583,3.9005382
org\[org][jaz_blu]1082__1.wav,org,3.0,0.10095725,2135.2446916592075,2803.731442594508,5285.4075270432695,0.06808518629807692,-172.21523,99.06467,43.532825,3.5910993,-2.2257016,5.497489,15.00485,9.638067,-4.357401,-0.010157072,0.013113169,0.99115974,1.5286785,2.1949604,3.2482977,1.6731058,-3.4764175,-2.3514647,-2.755338,4.0402465
org\[org][jaz_blu]1082__2.wav,org,3.0,0.09555343,2654.136187440549,3238.9921566276303,7016.014498197115,0.07151817908653846,-182.7994,71.98992,59.658344,13.649859,-2.0308137,3.7822914,11.436456,10.970099,9.119655,13.191903,5.6907873,6.952948,2.704336,-5.9284883,2.1186562,7.796462,-3.47378,0.25430515,-1.10033,-10.839493
org\[org][jaz_blu]1082__3.wav,org,3.0,0.100155175,2265.915402087758,2929.0981837350023,5788.0421799879805,0.06278921274038461,-180.77295,89.61766,44.543983,2.7864206,-2.2257733,11.82422,16.558113,8.1354065,-1.0565565,3.0086224,-0.7638585,1.6043475,0.44136733,-5.6315346,-2.9093623,0.66394335,-7.016861,-1.1882261,3.5816002,1.6659585
org\[org][jaz_blu]1084__1.wav,org,3.0,0.1741946,1870.7514487267977,2107.5045599217733,3545.9388146033652,0.10838716947115384,-80.958984,118.016525,-8.932408,6.9639587,-0.30596408,2.7149274,-7.0298004,2.632613,1.2302829,1.8359141,-1.7102969,10.288643,6.3703794,3.1660495,-5.3050756,-0.37599418,-7.115496,-2.5442488,-3.5702395,2.0618732
org\[org][jaz_blu]1084__2.wav,org,3.0,0.2075789,2026.4553094164285,2263.1722760514212,4130.730919471154,0.09820838341346154,-57.582233,104.80589,-4.572278,14.44785,-10.479394,-1.6266066,-4.589779,1.6576803,-4.2013593,-4.270493,-11.477268,-0.6739976,-1.7372519,7.0598693,3.24692,2.4202857,-3.071958,3.8588881,2.7545786,2.0852084
org\[org][jaz_blu]1084__3.wav,org,3.0,0.22592959,2059.857112420613,2226.1079549935184,4155.411283052885,0.11261268028846154,-48.287506,101.173096,-9.318921,20.575575,-7.6682887,2.762811,-0.71139336,14.68584,0.7272845,2.0407627,-8.64057,-0.7722136,5.770124,10.495136,-2.7472262,-5.1126027,-6.18633,-3.3946776,-3.7317617,6.688928
org\[org][jaz_blu]1086__1.wav,org,3.0,0.18779625,2800.2423248980353,2804.8842197770405,6266.907489483173,0.12190504807692308,-38.798584,67.15079,19.563946,42.919254,1.1434566,10.399666,-5.305596,1.814907,-7.9893074,12.679098,-4.373,1.8850511,-4.7138953,1.4094898,-10.092956,2.7425187,-9.343794,-2.788999,4.0327306,4.9092293
org\[org][jaz_blu]1086__2.wav,org,3.0,0.19203328,2725.3188482158957,2730.564137315239,6022.339993990385,0.12365910456730769,-28.198917,72.97503,15.096204,39.4396,-4.133127,5.2709885,-5.9154577,1.1784447,-8.112241,11.721088,-4.367811,1.0823913,-7.6777167,0.9733766,-7.76666,2.7469814,-5.2054276,-2.0344582,0.4615083,1.2402419
